"Plot","Microsite","Exclosure","Gradient","SWC.Peak","Species","Abundance"
276,"Shrub","N",5,8.8,"Erodium",0
276,"Open","N",5,11,"Hordeum",0
276,"Shrub","N",5,8.8,"Hordeum",0
276,"Open","N",5,11,"Marrubium",11
276,"Shrub","N",5,8.8,"Marrubium",8
276,"Open","N",5,11,"Schismus",0
276,"Shrub","N",5,8.8,"Schismus",4
277,"Open","Y",4,14.2,"BromusR",11
277,"Shrub","Y",4,12.8,"BromusR",56
277,"Open","Y",4,14.2,"Amsinckia",0
277,"Shrub","Y",4,12.8,"Amsinckia",0
277,"Open","Y",4,14.2,"Brassica",0
277,"Shrub","Y",4,12.8,"Brassica",0
277,"Open","Y",4,14.2,"BromusH",0
277,"Shrub","Y",4,12.8,"BromusH",0
277,"Open","Y",4,14.2,"Erodium",22
277,"Shrub","Y",4,12.8,"Erodium",26
277,"Open","Y",4,14.2,"Hordeum",0
277,"Shrub","Y",4,12.8,"Hordeum",0
277,"Open","Y",4,14.2,"Marrubium",26
277,"Shrub","Y",4,12.8,"Marrubium",0
277,"Open","Y",4,14.2,"Schismus",15
277,"Shrub","Y",4,12.8,"Schismus",0
282,"Open","Y",5,8.8,"BromusR",0
282,"Shrub","Y",5,9,"BromusR",56
282,"Open","Y",5,8.8,"Amsinckia",0
282,"Shrub","Y",5,9,"Amsinckia",0
282,"Open","Y",5,8.8,"Brassica",0
282,"Shrub","Y",5,9,"Brassica",0
282,"Open","Y",5,8.8,"BromusH",0
282,"Shrub","Y",5,9,"BromusH",0
282,"Open","Y",5,8.8,"Erodium",0
282,"Shrub","Y",5,9,"Erodium",12
282,"Open","Y",5,8.8,"Hordeum",0
282,"Shrub","Y",5,9,"Hordeum",0
282,"Open","Y",5,8.8,"Marrubium",0
282,"Shrub","Y",5,9,"Marrubium",0
282,"Open","Y",5,8.8,"Schismus",98
282,"Shrub","Y",5,9,"Schismus",0
291,"Open","Y",0,7.7,"BromusR",144
291,"Shrub","Y",0,6.3,"BromusR",210
291,"Open","Y",0,7.7,"Amsinckia",0
291,"Shrub","Y",0,6.3,"Amsinckia",0
291,"Open","Y",0,7.7,"Brassica",0
291,"Shrub","Y",0,6.3,"Brassica",0
291,"Open","Y",0,7.7,"BromusH",0
291,"Shrub","Y",0,6.3,"BromusH",0
291,"Open","Y",0,7.7,"Erodium",0
291,"Shrub","Y",0,6.3,"Erodium",0
291,"Open","Y",0,7.7,"Hordeum",0
291,"Shrub","Y",0,6.3,"Hordeum",0
291,"Open","Y",0,7.7,"Marrubium",0
291,"Shrub","Y",0,6.3,"Marrubium",0
291,"Open","Y",0,7.7,"Schismus",0
291,"Shrub","Y",0,6.3,"Schismus",0
292,"Open","N",1,12.1,"BromusR",63
292,"Shrub","N",1,9.6,"BromusR",65
292,"Open","N",1,12.1,"Amsinckia",0
292,"Shrub","N",1,9.6,"Amsinckia",0
292,"Open","N",1,12.1,"Brassica",0
292,"Shrub","N",1,9.6,"Brassica",0
292,"Open","N",1,12.1,"BromusH",0
292,"Shrub","N",1,9.6,"BromusH",3
292,"Open","N",1,12.1,"Erodium",25
292,"Shrub","N",1,9.6,"Erodium",0
292,"Open","N",1,12.1,"Hordeum",0
292,"Shrub","N",1,9.6,"Hordeum",0
292,"Open","N",1,12.1,"Marrubium",0
292,"Shrub","N",1,9.6,"Marrubium",0
292,"Open","N",1,12.1,"Schismus",0
292,"Shrub","N",1,9.6,"Schismus",0
301,"Open","N",0,8.5,"BromusR",62
301,"Shrub","N",0,6.4,"BromusR",112
301,"Open","N",0,8.5,"Amsinckia",0
301,"Shrub","N",0,6.4,"Amsinckia",0
301,"Open","N",0,8.5,"Brassica",0
301,"Shrub","N",0,6.4,"Brassica",0
301,"Open","N",0,8.5,"BromusH",0
301,"Shrub","N",0,6.4,"BromusH",3
301,"Open","N",0,8.5,"Erodium",11
301,"Shrub","N",0,6.4,"Erodium",0
301,"Open","N",0,8.5,"Hordeum",0
301,"Shrub","N",0,6.4,"Hordeum",0
301,"Open","N",0,8.5,"Marrubium",0
301,"Shrub","N",0,6.4,"Marrubium",0
301,"Open","N",0,8.5,"Schismus",0
301,"Shrub","N",0,6.4,"Schismus",0
304,"Open","N",1,8.8,"BromusR",83
304,"Shrub","N",1,8.8,"BromusR",56
304,"Open","N",1,8.8,"Amsinckia",0
304,"Shrub","N",1,8.8,"Amsinckia",0
304,"Open","N",1,8.8,"Brassica",0
304,"Shrub","N",1,8.8,"Brassica",0
304,"Open","N",1,8.8,"BromusH",0
304,"Shrub","N",1,8.8,"BromusH",8
304,"Open","N",1,8.8,"Erodium",15
304,"Shrub","N",1,8.8,"Erodium",10
304,"Open","N",1,8.8,"Hordeum",0
304,"Shrub","N",1,8.8,"Hordeum",0
304,"Open","N",1,8.8,"Marrubium",0
304,"Shrub","N",1,8.8,"Marrubium",0
304,"Open","N",1,8.8,"Schismus",0
304,"Shrub","N",1,8.8,"Schismus",0
329,"Open","N",2,9.8,"BromusR",121
329,"Shrub","N",2,5,"BromusR",180
329,"Open","N",2,9.8,"Amsinckia",0
329,"Shrub","N",2,5,"Amsinckia",0
329,"Open","N",2,9.8,"Brassica",0
329,"Shrub","N",2,5,"Brassica",0
329,"Open","N",2,9.8,"BromusH",0
329,"Shrub","N",2,5,"BromusH",9
329,"Open","N",2,9.8,"Erodium",11
329,"Shrub","N",2,5,"Erodium",0
329,"Open","N",2,9.8,"Hordeum",0
329,"Shrub","N",2,5,"Hordeum",26
329,"Open","N",2,9.8,"Marrubium",0
329,"Shrub","N",2,5,"Marrubium",0
329,"Open","N",2,9.8,"Schismus",0
329,"Shrub","N",2,5,"Schismus",0
331,"Open","N",5,10.4,"BromusR",83
331,"Shrub","N",5,7.2,"BromusR",185
331,"Open","N",5,10.4,"Amsinckia",0
331,"Shrub","N",5,7.2,"Amsinckia",0
331,"Open","N",5,10.4,"Brassica",0
331,"Shrub","N",5,7.2,"Brassica",0
331,"Open","N",5,10.4,"BromusH",0
331,"Shrub","N",5,7.2,"BromusH",0
331,"Open","N",5,10.4,"Erodium",25
331,"Shrub","N",5,7.2,"Erodium",0
331,"Open","N",5,10.4,"Hordeum",0
331,"Shrub","N",5,7.2,"Hordeum",0
331,"Open","N",5,10.4,"Marrubium",0
331,"Shrub","N",5,7.2,"Marrubium",0
331,"Open","N",5,10.4,"Schismus",0
331,"Shrub","N",5,7.2,"Schismus",0
332,"Open","N",5,10.4,"BromusR",77
332,"Shrub","N",5,7.8,"BromusR",279
332,"Open","N",5,10.4,"Amsinckia",0
332,"Shrub","N",5,7.8,"Amsinckia",0
332,"Open","N",5,10.4,"Brassica",0
332,"Shrub","N",5,7.8,"Brassica",0
332,"Open","N",5,10.4,"BromusH",0
332,"Shrub","N",5,7.8,"BromusH",0
332,"Open","N",5,10.4,"Erodium",7
332,"Shrub","N",5,7.8,"Erodium",0
332,"Open","N",5,10.4,"Hordeum",0
332,"Shrub","N",5,7.8,"Hordeum",6
332,"Open","N",5,10.4,"Marrubium",4
332,"Shrub","N",5,7.8,"Marrubium",0
332,"Open","N",5,10.4,"Schismus",0
332,"Shrub","N",5,7.8,"Schismus",0
333,"Open","N",4,9.4,"BromusR",78
333,"Shrub","N",4,2.4,"BromusR",99
333,"Open","N",4,9.4,"Amsinckia",0
333,"Shrub","N",4,2.4,"Amsinckia",0
333,"Open","N",4,9.4,"Brassica",0
333,"Shrub","N",4,2.4,"Brassica",0
333,"Open","N",4,9.4,"BromusH",0
333,"Shrub","N",4,2.4,"BromusH",0
333,"Open","N",4,9.4,"Erodium",11
333,"Shrub","N",4,2.4,"Erodium",5
333,"Open","N",4,9.4,"Hordeum",0
333,"Shrub","N",4,2.4,"Hordeum",0
333,"Open","N",4,9.4,"Marrubium",0
333,"Shrub","N",4,2.4,"Marrubium",0
333,"Open","N",4,9.4,"Schismus",0
333,"Shrub","N",4,2.4,"Schismus",0
357,"Open","Y",4,9.2,"BromusR",67
357,"Shrub","Y",4,9.6,"BromusR",111
357,"Open","Y",4,9.2,"Amsinckia",0
357,"Shrub","Y",4,9.6,"Amsinckia",0
357,"Open","Y",4,9.2,"Brassica",0
357,"Shrub","Y",4,9.6,"Brassica",0
357,"Open","Y",4,9.2,"BromusH",0
357,"Shrub","Y",4,9.6,"BromusH",7
357,"Open","Y",4,9.2,"Erodium",15
357,"Shrub","Y",4,9.6,"Erodium",0
357,"Open","Y",4,9.2,"Hordeum",0
357,"Shrub","Y",4,9.6,"Hordeum",0
357,"Open","Y",4,9.2,"Marrubium",0
357,"Shrub","Y",4,9.6,"Marrubium",0
357,"Open","Y",4,9.2,"Schismus",0
357,"Shrub","Y",4,9.6,"Schismus",0
386,"Open","Y",1,8.6,"BromusR",49
386,"Shrub","Y",1,8.8,"BromusR",114
386,"Open","Y",1,8.6,"Amsinckia",0
386,"Shrub","Y",1,8.8,"Amsinckia",0
386,"Open","Y",1,8.6,"Brassica",0
386,"Shrub","Y",1,8.8,"Brassica",0
386,"Open","Y",1,8.6,"BromusH",10
386,"Shrub","Y",1,8.8,"BromusH",21
386,"Open","Y",1,8.6,"Erodium",15
386,"Shrub","Y",1,8.8,"Erodium",7
386,"Open","Y",1,8.6,"Hordeum",0
386,"Shrub","Y",1,8.8,"Hordeum",0
386,"Open","Y",1,8.6,"Marrubium",0
386,"Shrub","Y",1,8.8,"Marrubium",0
386,"Open","Y",1,8.6,"Schismus",0
386,"Shrub","Y",1,8.8,"Schismus",0
388,"Open","Y",3,12.2,"BromusR",70
388,"Shrub","Y",3,9.2,"BromusR",120
388,"Open","Y",3,12.2,"Amsinckia",0
388,"Shrub","Y",3,9.2,"Amsinckia",0
388,"Open","Y",3,12.2,"Brassica",0
388,"Shrub","Y",3,9.2,"Brassica",0
388,"Open","Y",3,12.2,"BromusH",11
388,"Shrub","Y",3,9.2,"BromusH",0
388,"Open","Y",3,12.2,"Erodium",13
388,"Shrub","Y",3,9.2,"Erodium",8
388,"Open","Y",3,12.2,"Hordeum",0
388,"Shrub","Y",3,9.2,"Hordeum",0
388,"Open","Y",3,12.2,"Marrubium",0
388,"Shrub","Y",3,9.2,"Marrubium",0
388,"Open","Y",3,12.2,"Schismus",0
388,"Shrub","Y",3,9.2,"Schismus",0
393,"Open","N",3,13,"BromusR",55
393,"Shrub","N",3,4.2,"BromusR",262
393,"Open","N",3,13,"Amsinckia",0
393,"Shrub","N",3,4.2,"Amsinckia",0
393,"Open","N",3,13,"Brassica",0
393,"Shrub","N",3,4.2,"Brassica",0
393,"Open","N",3,13,"BromusH",4
393,"Shrub","N",3,4.2,"BromusH",11
393,"Open","N",3,13,"Erodium",4
393,"Shrub","N",3,4.2,"Erodium",0
393,"Open","N",3,13,"Hordeum",0
393,"Shrub","N",3,4.2,"Hordeum",11
393,"Open","N",3,13,"Marrubium",0
393,"Shrub","N",3,4.2,"Marrubium",0
393,"Open","N",3,13,"Schismus",0
393,"Shrub","N",3,4.2,"Schismus",0
394,"Open","N",4,12.7,"BromusR",132
394,"Shrub","N",4,13.2,"BromusR",96
394,"Open","N",4,12.7,"Amsinckia",0
394,"Shrub","N",4,13.2,"Amsinckia",0
394,"Open","N",4,12.7,"Brassica",0
394,"Shrub","N",4,13.2,"Brassica",0
394,"Open","N",4,12.7,"BromusH",0
394,"Shrub","N",4,13.2,"BromusH",0
394,"Open","N",4,12.7,"Erodium",10
394,"Shrub","N",4,13.2,"Erodium",18
394,"Open","N",4,12.7,"Hordeum",0
394,"Shrub","N",4,13.2,"Hordeum",0
394,"Open","N",4,12.7,"Marrubium",0
394,"Shrub","N",4,13.2,"Marrubium",0
394,"Open","N",4,12.7,"Schismus",0
394,"Shrub","N",4,13.2,"Schismus",0
395,"Open","N",3,16,"BromusR",81
395,"Shrub","N",3,6.4,"BromusR",105
395,"Open","N",3,16,"Amsinckia",0
395,"Shrub","N",3,6.4,"Amsinckia",0
395,"Open","N",3,16,"Brassica",0
395,"Shrub","N",3,6.4,"Brassica",0
395,"Open","N",3,16,"BromusH",0
395,"Shrub","N",3,6.4,"BromusH",0
395,"Open","N",3,16,"Erodium",29
395,"Shrub","N",3,6.4,"Erodium",3
395,"Open","N",3,16,"Hordeum",0
395,"Shrub","N",3,6.4,"Hordeum",0
395,"Open","N",3,16,"Marrubium",0
395,"Shrub","N",3,6.4,"Marrubium",0
395,"Open","N",3,16,"Schismus",0
395,"Shrub","N",3,6.4,"Schismus",0
396,"Open","Y",2,10,"BromusR",83
396,"Shrub","Y",2,4.9,"BromusR",122
396,"Open","Y",2,10,"Amsinckia",0
396,"Shrub","Y",2,4.9,"Amsinckia",0
396,"Open","Y",2,10,"Brassica",0
396,"Shrub","Y",2,4.9,"Brassica",0
396,"Open","Y",2,10,"BromusH",0
396,"Shrub","Y",2,4.9,"BromusH",0
396,"Open","Y",2,10,"Erodium",15
396,"Shrub","Y",2,4.9,"Erodium",0
396,"Open","Y",2,10,"Hordeum",0
396,"Shrub","Y",2,4.9,"Hordeum",0
396,"Open","Y",2,10,"Marrubium",0
396,"Shrub","Y",2,4.9,"Marrubium",0
396,"Open","Y",2,10,"Schismus",0
396,"Shrub","Y",2,4.9,"Schismus",0
400,"Open","N",5,14.3,"BromusR",28
400,"Shrub","N",5,4.8,"BromusR",123
400,"Open","N",5,14.3,"Amsinckia",0
400,"Shrub","N",5,4.8,"Amsinckia",0
400,"Open","N",5,14.3,"Brassica",0
400,"Shrub","N",5,4.8,"Brassica",0
400,"Open","N",5,14.3,"BromusH",2
400,"Shrub","N",5,4.8,"BromusH",3
400,"Open","N",5,14.3,"Erodium",23
400,"Shrub","N",5,4.8,"Erodium",3
400,"Open","N",5,14.3,"Hordeum",0
400,"Shrub","N",5,4.8,"Hordeum",0
400,"Open","N",5,14.3,"Marrubium",13
400,"Shrub","N",5,4.8,"Marrubium",0
400,"Open","N",5,14.3,"Schismus",0
400,"Shrub","N",5,4.8,"Schismus",0
408,"Open","N",1,10.1,"BromusR",72
408,"Shrub","N",1,5.2,"BromusR",100
408,"Open","N",1,10.1,"Amsinckia",0
408,"Shrub","N",1,5.2,"Amsinckia",0
408,"Open","N",1,10.1,"Brassica",0
408,"Shrub","N",1,5.2,"Brassica",0
408,"Open","N",1,10.1,"BromusH",0
408,"Shrub","N",1,5.2,"BromusH",0
408,"Open","N",1,10.1,"Erodium",14
408,"Shrub","N",1,5.2,"Erodium",0
408,"Open","N",1,10.1,"Hordeum",0
408,"Shrub","N",1,5.2,"Hordeum",0
408,"Open","N",1,10.1,"Marrubium",0
408,"Shrub","N",1,5.2,"Marrubium",10
408,"Open","N",1,10.1,"Schismus",0
408,"Shrub","N",1,5.2,"Schismus",0
410,"Open","N",4,10.1,"BromusR",79
410,"Shrub","N",4,18.6,"BromusR",104
410,"Open","N",4,10.1,"Amsinckia",0
410,"Shrub","N",4,18.6,"Amsinckia",0
410,"Open","N",4,10.1,"Brassica",0
410,"Shrub","N",4,18.6,"Brassica",0
410,"Open","N",4,10.1,"BromusH",0
410,"Shrub","N",4,18.6,"BromusH",0
410,"Open","N",4,10.1,"Erodium",0
410,"Shrub","N",4,18.6,"Erodium",0
410,"Open","N",4,10.1,"Hordeum",0
410,"Shrub","N",4,18.6,"Hordeum",0
410,"Open","N",4,10.1,"Marrubium",18
410,"Shrub","N",4,18.6,"Marrubium",0
410,"Open","N",4,10.1,"Schismus",0
410,"Shrub","N",4,18.6,"Schismus",0
413,"Open","Y",5,6.7,"BromusR",65
413,"Shrub","Y",5,5.8,"BromusR",122
413,"Open","Y",5,6.7,"Amsinckia",0
413,"Shrub","Y",5,5.8,"Amsinckia",0
413,"Open","Y",5,6.7,"Brassica",0
413,"Shrub","Y",5,5.8,"Brassica",0
413,"Open","Y",5,6.7,"BromusH",0
413,"Shrub","Y",5,5.8,"BromusH",0
413,"Open","Y",5,6.7,"Erodium",20
413,"Shrub","Y",5,5.8,"Erodium",0
413,"Open","Y",5,6.7,"Hordeum",0
413,"Shrub","Y",5,5.8,"Hordeum",0
413,"Open","Y",5,6.7,"Marrubium",0
413,"Shrub","Y",5,5.8,"Marrubium",0
413,"Open","Y",5,6.7,"Schismus",0
413,"Shrub","Y",5,5.8,"Schismus",0
424,"Open","N",2,9.4,"BromusR",59
424,"Shrub","N",2,4.2,"BromusR",75
424,"Open","N",2,9.4,"Amsinckia",0
424,"Shrub","N",2,4.2,"Amsinckia",0
424,"Open","N",2,9.4,"Brassica",0
424,"Shrub","N",2,4.2,"Brassica",0
424,"Open","N",2,9.4,"BromusH",8
424,"Shrub","N",2,4.2,"BromusH",0
424,"Open","N",2,9.4,"Erodium",12
424,"Shrub","N",2,4.2,"Erodium",13
424,"Open","N",2,9.4,"Hordeum",0
424,"Shrub","N",2,4.2,"Hordeum",0
424,"Open","N",2,9.4,"Marrubium",0
424,"Shrub","N",2,4.2,"Marrubium",0
424,"Open","N",2,9.4,"Schismus",0
424,"Shrub","N",2,4.2,"Schismus",0
425,"Open","N",0,10.6,"BromusR",69
425,"Shrub","N",0,9.5,"BromusR",46
425,"Open","N",0,10.6,"Amsinckia",0
425,"Shrub","N",0,9.5,"Amsinckia",0
425,"Open","N",0,10.6,"Brassica",0
425,"Shrub","N",0,9.5,"Brassica",0
425,"Open","N",0,10.6,"BromusH",7
425,"Shrub","N",0,9.5,"BromusH",8
425,"Open","N",0,10.6,"Erodium",8
425,"Shrub","N",0,9.5,"Erodium",0
425,"Open","N",0,10.6,"Hordeum",0
425,"Shrub","N",0,9.5,"Hordeum",0
425,"Open","N",0,10.6,"Marrubium",0
425,"Shrub","N",0,9.5,"Marrubium",0
425,"Open","N",0,10.6,"Schismus",0
425,"Shrub","N",0,9.5,"Schismus",0
427,"Open","N",1,8,"BromusR",61
427,"Shrub","N",1,8.2,"BromusR",51
427,"Open","N",1,8,"Amsinckia",0
427,"Shrub","N",1,8.2,"Amsinckia",0
427,"Open","N",1,8,"Brassica",0
427,"Shrub","N",1,8.2,"Brassica",0
427,"Open","N",1,8,"BromusH",0
427,"Shrub","N",1,8.2,"BromusH",26
427,"Open","N",1,8,"Erodium",13
427,"Shrub","N",1,8.2,"Erodium",9
427,"Open","N",1,8,"Hordeum",0
427,"Shrub","N",1,8.2,"Hordeum",0
427,"Open","N",1,8,"Marrubium",0
427,"Shrub","N",1,8.2,"Marrubium",0
427,"Open","N",1,8,"Schismus",0
427,"Shrub","N",1,8.2,"Schismus",0
428,"Open","N",5,10.4,"BromusR",15
428,"Shrub","N",5,5.6,"BromusR",95
428,"Open","N",5,10.4,"Amsinckia",0
428,"Shrub","N",5,5.6,"Amsinckia",0
428,"Open","N",5,10.4,"Brassica",0
428,"Shrub","N",5,5.6,"Brassica",0
428,"Open","N",5,10.4,"BromusH",6
428,"Shrub","N",5,5.6,"BromusH",18
428,"Open","N",5,10.4,"Erodium",14
428,"Shrub","N",5,5.6,"Erodium",9
428,"Open","N",5,10.4,"Hordeum",0
428,"Shrub","N",5,5.6,"Hordeum",0
428,"Open","N",5,10.4,"Marrubium",0
428,"Shrub","N",5,5.6,"Marrubium",0
428,"Open","N",5,10.4,"Schismus",0
428,"Shrub","N",5,5.6,"Schismus",0
431,"Open","N",0,9.1,"BromusR",56
431,"Shrub","N",0,9.7,"BromusR",27
431,"Open","N",0,9.1,"Amsinckia",0
431,"Shrub","N",0,9.7,"Amsinckia",0
431,"Open","N",0,9.1,"Brassica",0
431,"Shrub","N",0,9.7,"Brassica",7
431,"Open","N",0,9.1,"BromusH",8
431,"Shrub","N",0,9.7,"BromusH",4
431,"Open","N",0,9.1,"Erodium",14
431,"Shrub","N",0,9.7,"Erodium",10
431,"Open","N",0,9.1,"Hordeum",0
431,"Shrub","N",0,9.7,"Hordeum",0
431,"Open","N",0,9.1,"Marrubium",0
431,"Shrub","N",0,9.7,"Marrubium",3
431,"Open","N",0,9.1,"Schismus",0
431,"Shrub","N",0,9.7,"Schismus",17
432,"Open","Y",0,8.6,"BromusR",66
432,"Shrub","Y",0,5.2,"BromusR",31
432,"Open","Y",0,8.6,"Amsinckia",0
432,"Shrub","Y",0,5.2,"Amsinckia",0
432,"Open","Y",0,8.6,"Brassica",0
432,"Shrub","Y",0,5.2,"Brassica",0
432,"Open","Y",0,8.6,"BromusH",0
432,"Shrub","Y",0,5.2,"BromusH",0
432,"Open","Y",0,8.6,"Erodium",12
432,"Shrub","Y",0,5.2,"Erodium",0
432,"Open","Y",0,8.6,"Hordeum",0
432,"Shrub","Y",0,5.2,"Hordeum",0
432,"Open","Y",0,8.6,"Marrubium",0
432,"Shrub","Y",0,5.2,"Marrubium",0
432,"Open","Y",0,8.6,"Schismus",0
432,"Shrub","Y",0,5.2,"Schismus",0
434,"Open","N",1,8,"BromusR",97
434,"Shrub","N",1,4,"BromusR",76
434,"Open","N",1,8,"Amsinckia",0
434,"Shrub","N",1,4,"Amsinckia",0
434,"Open","N",1,8,"Brassica",0
434,"Shrub","N",1,4,"Brassica",0
434,"Open","N",1,8,"BromusH",0
434,"Shrub","N",1,4,"BromusH",11
434,"Open","N",1,8,"Erodium",21
434,"Shrub","N",1,4,"Erodium",0
434,"Open","N",1,8,"Hordeum",0
434,"Shrub","N",1,4,"Hordeum",0
434,"Open","N",1,8,"Marrubium",0
434,"Shrub","N",1,4,"Marrubium",0
434,"Open","N",1,8,"Schismus",0
434,"Shrub","N",1,4,"Schismus",0
435,"Open","Y",4,7.8,"BromusR",49
435,"Shrub","Y",4,12.6,"BromusR",104
435,"Open","Y",4,7.8,"Amsinckia",0
435,"Shrub","Y",4,12.6,"Amsinckia",0
435,"Open","Y",4,7.8,"Brassica",0
435,"Shrub","Y",4,12.6,"Brassica",0
435,"Open","Y",4,7.8,"BromusH",10
435,"Shrub","Y",4,12.6,"BromusH",0
435,"Open","Y",4,7.8,"Erodium",13
435,"Shrub","Y",4,12.6,"Erodium",0
435,"Open","Y",4,7.8,"Hordeum",0
435,"Shrub","Y",4,12.6,"Hordeum",0
435,"Open","Y",4,7.8,"Marrubium",0
435,"Shrub","Y",4,12.6,"Marrubium",0
435,"Open","Y",4,7.8,"Schismus",0
435,"Shrub","Y",4,12.6,"Schismus",0
436,"Open","N",3,12.5,"BromusR",34
436,"Shrub","N",3,11.6,"BromusR",118
436,"Open","N",3,12.5,"Amsinckia",0
436,"Shrub","N",3,11.6,"Amsinckia",0
436,"Open","N",3,12.5,"Brassica",0
436,"Shrub","N",3,11.6,"Brassica",0
436,"Open","N",3,12.5,"BromusH",13
436,"Shrub","N",3,11.6,"BromusH",0
436,"Open","N",3,12.5,"Erodium",21
436,"Shrub","N",3,11.6,"Erodium",0
436,"Open","N",3,12.5,"Hordeum",0
436,"Shrub","N",3,11.6,"Hordeum",0
436,"Open","N",3,12.5,"Marrubium",17
436,"Shrub","N",3,11.6,"Marrubium",0
436,"Open","N",3,12.5,"Schismus",0
436,"Shrub","N",3,11.6,"Schismus",0
437,"Open","Y",1,8.8,"BromusR",23
437,"Shrub","Y",1,4.4,"BromusR",49
437,"Open","Y",1,8.8,"Amsinckia",0
437,"Shrub","Y",1,4.4,"Amsinckia",0
437,"Open","Y",1,8.8,"Brassica",0
437,"Shrub","Y",1,4.4,"Brassica",0
437,"Open","Y",1,8.8,"BromusH",0
437,"Shrub","Y",1,4.4,"BromusH",0
437,"Open","Y",1,8.8,"Erodium",26
437,"Shrub","Y",1,4.4,"Erodium",0
437,"Open","Y",1,8.8,"Hordeum",0
437,"Shrub","Y",1,4.4,"Hordeum",0
437,"Open","Y",1,8.8,"Marrubium",11
437,"Shrub","Y",1,4.4,"Marrubium",0
437,"Open","Y",1,8.8,"Schismus",22
437,"Shrub","Y",1,4.4,"Schismus",0
440,"Open","N",4,7,"BromusR",117
440,"Shrub","N",4,7.2,"BromusR",119
440,"Open","N",4,7,"Amsinckia",0
440,"Shrub","N",4,7.2,"Amsinckia",0
440,"Open","N",4,7,"Brassica",0
440,"Shrub","N",4,7.2,"Brassica",0
440,"Open","N",4,7,"BromusH",1
440,"Shrub","N",4,7.2,"BromusH",18
440,"Open","N",4,7,"Erodium",6
440,"Shrub","N",4,7.2,"Erodium",0
440,"Open","N",4,7,"Hordeum",0
440,"Shrub","N",4,7.2,"Hordeum",3
440,"Open","N",4,7,"Marrubium",0
440,"Shrub","N",4,7.2,"Marrubium",0
440,"Open","N",4,7,"Schismus",0
440,"Shrub","N",4,7.2,"Schismus",0
441,"Open","N",2,10.6,"BromusR",55
441,"Shrub","N",2,7.3,"BromusR",61
441,"Open","N",2,10.6,"Amsinckia",0
441,"Shrub","N",2,7.3,"Amsinckia",0
441,"Open","N",2,10.6,"Brassica",0
441,"Shrub","N",2,7.3,"Brassica",0
441,"Open","N",2,10.6,"BromusH",9
441,"Shrub","N",2,7.3,"BromusH",6
441,"Open","N",2,10.6,"Erodium",14
441,"Shrub","N",2,7.3,"Erodium",0
441,"Open","N",2,10.6,"Hordeum",0
441,"Shrub","N",2,7.3,"Hordeum",0
441,"Open","N",2,10.6,"Marrubium",0
441,"Shrub","N",2,7.3,"Marrubium",0
441,"Open","N",2,10.6,"Schismus",0
441,"Shrub","N",2,7.3,"Schismus",0
443,"Open","N",1,7.2,"BromusR",45
443,"Shrub","N",1,6.3,"BromusR",84
443,"Open","N",1,7.2,"Amsinckia",0
443,"Shrub","N",1,6.3,"Amsinckia",0
443,"Open","N",1,7.2,"Brassica",0
443,"Shrub","N",1,6.3,"Brassica",0
443,"Open","N",1,7.2,"BromusH",0
443,"Shrub","N",1,6.3,"BromusH",0
443,"Open","N",1,7.2,"Erodium",27
443,"Shrub","N",1,6.3,"Erodium",0
443,"Open","N",1,7.2,"Hordeum",0
443,"Shrub","N",1,6.3,"Hordeum",0
443,"Open","N",1,7.2,"Marrubium",0
443,"Shrub","N",1,6.3,"Marrubium",0
443,"Open","N",1,7.2,"Schismus",0
443,"Shrub","N",1,6.3,"Schismus",0
445,"Open","N",2,8.8,"BromusR",86
445,"Shrub","N",2,4.3,"BromusR",148
445,"Open","N",2,8.8,"Amsinckia",0
445,"Shrub","N",2,4.3,"Amsinckia",0
445,"Open","N",2,8.8,"Brassica",0
445,"Shrub","N",2,4.3,"Brassica",0
445,"Open","N",2,8.8,"BromusH",0
445,"Shrub","N",2,4.3,"BromusH",0
445,"Open","N",2,8.8,"Erodium",26
445,"Shrub","N",2,4.3,"Erodium",0
445,"Open","N",2,8.8,"Hordeum",0
445,"Shrub","N",2,4.3,"Hordeum",0
445,"Open","N",2,8.8,"Marrubium",0
445,"Shrub","N",2,4.3,"Marrubium",0
445,"Open","N",2,8.8,"Schismus",0
445,"Shrub","N",2,4.3,"Schismus",0
451,"Open","N",4,9.9,"BromusR",42
451,"Shrub","N",4,6.4,"BromusR",69
451,"Open","N",4,9.9,"Amsinckia",0
451,"Shrub","N",4,6.4,"Amsinckia",0
451,"Open","N",4,9.9,"Brassica",0
451,"Shrub","N",4,6.4,"Brassica",0
451,"Open","N",4,9.9,"BromusH",0
451,"Shrub","N",4,6.4,"BromusH",0
451,"Open","N",4,9.9,"Erodium",6
451,"Shrub","N",4,6.4,"Erodium",0
451,"Open","N",4,9.9,"Hordeum",0
451,"Shrub","N",4,6.4,"Hordeum",0
451,"Open","N",4,9.9,"Marrubium",0
451,"Shrub","N",4,6.4,"Marrubium",0
451,"Open","N",4,9.9,"Schismus",0
451,"Shrub","N",4,6.4,"Schismus",0
489,"Open","N",4,9.6,"BromusR",48
489,"Shrub","N",4,4.4,"BromusR",122
489,"Open","N",4,9.6,"Amsinckia",0
489,"Shrub","N",4,4.4,"Amsinckia",0
489,"Open","N",4,9.6,"Brassica",0
489,"Shrub","N",4,4.4,"Brassica",0
489,"Open","N",4,9.6,"BromusH",0
489,"Shrub","N",4,4.4,"BromusH",0
489,"Open","N",4,9.6,"Erodium",21
489,"Shrub","N",4,4.4,"Erodium",0
